Locality,Unit,Sample,Type,Composition,Zircon,CA Temp,CA Duration (hrs),Notes,age68,2s_68,638 Rel. Unc (permille),76 Age (Ma),76 Age_unc (Ma),76 Rel. Unc (permille),Age_synth (Ma),Unc_synth (permille),U (ppm),Th/U,Pb* (pg),Pbc (pg),Pb*/Pbc,U (ng),U (pg),Lab,Year ,Reference,DOI,StudyID,1000,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z4-5,,,,2658.91,6.24,2.35,2670.53,1.93,0.72,2670.53,0.722702984,,,36,0.2,180,0.061,61,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z4-6,,,,2681.74,6.48,2.42,2681.61,2.09,0.78,2681.61,0.779382535,,,44,0.4,110,0.073,73,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z5-1,,,,2458.75,4.52,1.84,2635.33,1.99,0.76,2635.33,0.755123647,,,54,0.6,90,0.099,99,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z5-2,,,,2584.29,5.43,2.1,2654.86,1.64,0.62,2654.86,0.617735022,,,73,0.2,365,0.125,125,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z5-3,,,,2597.14,5.34,2.06,2622.01,1.52,0.58,2622.01,0.579707934,,,90,0.1,900,0.151,151,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z5-4,,,,2576.65,5.41,2.1,2599.74,2.55,0.98,2599.74,0.980867318,,,59,0.9,65.56,0.092,92,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z5-5,,,,2618.99,9.43,3.6,2641.13,2.69,1.02,2641.13,1.018503444,,,10,0.3,33.33,0.014,14,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z5-6,,,,2694.24,5.6,2.08,2699.78,2.24,0.83,2699.78,0.829697235,,,41,0.8,51.25,0.066,66,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z6-1,,,,2384.91,12.23,5.13,2468.51,3.49,1.41,2468.51,1.41380833,,,6,0.5,12,0.01,10,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z6-2,,,,2430.61,8.84,3.64,2504.15,2.43,0.97,2504.15,0.970389154,,,8,0.2,40,0.017,17,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z6-3,,,,2488.78,10.02,4.03,2502.07,2.68,1.07,2502.07,1.071113118,,,14,0.2,70,0.028,28,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z6-4,,,,2516.21,5.01,1.99,2521.39,1.79,0.71,2521.39,0.709925874,,,27,0.3,90,0.051,51,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z6-5,,,,2553.46,5.13,2.01,2558.56,1.65,0.64,2558.56,0.644894003,,,46,0.2,230,0.084,84,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z6-6,,,,2655.45,6.05,2.28,2669.75,1.57,0.59,2669.75,0.588070044,,,83,0.3,276.67,0.141,141,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Lewisian Gneiss,GneissUnit,,Metamorphic,Granite,Z6-7,,,,2687.54,6.68,2.49,2685.21,1.8,0.67,2685.21,0.670338633,,,54,0.4,135,0.09,90,BSU,2015,Crowley et al. (2015),https://doi.org/10.1016/j.gr.2014.04.001,51, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z1,,,,326.122,0.38,1.17,,,,326.122,1.165208112,,0.39,454.62,0.59,774.01,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z2,,,,323.257,0.118,0.37,,,,323.257,0.365034632,,0.35,367.47,0.77,474.18,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z3,,,,320.163,0.102,0.32,,,,320.163,0.318587719,,0.4,369.61,0.58,635,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z4,,,,327.611,0.172,0.53,,,,327.611,0.525012896,,0.41,667.36,0.96,697.07,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z5,,,,313.954,0.1,0.32,,,,313.954,0.318517999,,0.41,252.66,0.61,414.62,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z6,,,,330.117,0.531,1.61,,,,330.117,1.608520615,,0.38,298.82,1.11,268.98,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z7,,,,327.762,0.189,0.58,,,,327.762,0.576637926,,0.4,437.92,0.46,945.25,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z8,,,,326.511,0.13,0.4,,,,326.511,0.398148914,,0.38,489.49,0.47,1036.42,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z9,,,,324.561,0.331,1.02,,,,324.561,1.019839106,,0.43,463.56,0.69,676.32,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z10,,,,332.861,0.111,0.33,,,,332.861,0.333472531,,0.41,331.21,0.3,1121.26,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z11,,,,327.742,0.12,0.37,,,,327.742,0.36614166,,0.42,483.55,0.47,1026.8,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z12,,,,334.655,0.081,0.24,,,,334.655,0.24204031,,0.35,235.15,0.26,920.53,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z13,,,,319.019,0.087,0.27,,,,319.019,0.27271103,,0.4,309.45,0.49,634.77,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676,Metamorphic,Granodiorite,676_Z14,,,,329.232,0.108,0.33,,,,329.232,0.328036157,,0.39,915.54,0.99,921.37,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z1,,,,332.7,0.083,0.25,,,,332.7,0.249474001,,0.51,185.64,0.54,345.43,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z2,,,,331.515,0.093,0.28,,,,331.515,0.280530293,,0.47,91.44,0.55,165.74,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z3,,,,323.725,0.115,0.36,,,,323.725,0.355239787,,0.49,92.24,0.59,157.4,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z4,,,,328.404,0.102,0.31,,,,328.404,0.31059305,,0.47,98.55,0.65,152.45,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z5,,,,333.224,0.094,0.28,,,,333.224,0.282092526,,0.47,142.9,0.61,235.33,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z6,,,,331.552,0.105,0.32,,,,331.552,0.316692404,,0.48,96.36,0.63,153.08,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z7,,,,333.791,0.199,0.6,,,,333.791,0.596181443,,0.52,212.61,0.4,536.39,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA,Metamorphic,Granodiorite,676PA_Z8,,,,334.509,0.099,0.3,,,,334.509,0.295956163,,0.48,95.7,0.33,290.16,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z1,,,,334.567,0.147,0.44,,,,334.567,0.439373877,,0.46,151.66,0.47,324.67,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z2,,,,332.046,0.081,0.24,,,,332.046,0.243942104,,0.51,139.65,0.43,328.21,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z3,,,,335.471,0.098,0.29,,,,335.471,0.292126592,,0.57,75.88,0.44,171.81,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z4,,,,335.348,0.102,0.3,,,,335.348,0.304161647,,0.44,82.7,0.36,229.35,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z5,,,,335.091,0.102,0.3,,,,335.091,0.304394926,,0.55,63.11,0.32,195.37,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z6,,,,335.455,0.077,0.23,,,,335.455,0.229538984,,0.57,79.34,0.36,218,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z7,,,,335.328,0.088,0.26,,,,335.328,0.262429621,,0.48,131.68,0.31,426.97,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z8,,,,335.003,0.079,0.24,,,,335.003,0.235818784,,0.53,105.4,0.29,363.05,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z9,,,,335.485,0.078,0.23,,,,335.485,0.232499218,,0.52,50.81,0.28,183.4,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Aar Massif,Puntegliasgranodiorite,676PA2,Metamorphic,Granodiorite,676PA2_Z10,,,,335.503,0.078,0.23,,,,335.503,0.232486744,,0.5,314,0.34,913.88,,,UG,2022,Gaynor et al. (2022),https://doi.org/10.1016/j.chemgeo.2022.120913,52, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z1,,,,363.29,0.24,0.66,,,,363.29,0.660629249,654,0.38,381.6,0.9,424,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z2,,,,363.17,0.28,0.77,,,,363.17,0.770988793,44,0.47,26.98,0.38,71,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z3,,,,363.33,0.25,0.69,,,,363.33,0.688079707,52,0.27,29.14,0.94,31,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z4,,,,363.24,0.26,0.72,,,,363.24,0.7157802,39,0.83,24.96,0.26,96,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z5,,,,363.12,0.32,0.88,,,,363.12,0.881251377,7,1.2,5.04,0.21,24,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z6,,,,363.36,0.31,0.85,,,,363.36,0.853148393,11,0.43,6.63,0.39,17,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z7,,,,363.1,0.29,0.8,,,,363.1,0.79867805,20,1,13.76,0.32,43,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff(GP4F)-KudzZeKayahFormation,17MM-074,Volcanic,Rhyolite,z8,,,,363.39,0.29,0.8,,,,363.39,0.798040673,19,0.36,11.13,0.21,53,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z1,,,,362.76,0.27,0.74,,,,362.76,0.744293748,5,1.26,3.74,0.22,17,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z3,,,,362.9,0.42,1.16,,,,362.9,1.157343621,12,0.99,7.52,1.88,4,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z4,,,,362.94,0.17,0.47,,,,362.94,0.46839698,8,1.19,5.88,0.28,21,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z5,,,,362.76,0.21,0.58,,,,362.76,0.578895137,19,0.2,10.6,1.06,10,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z6,,,,362.88,0.3,0.83,,,,362.88,0.826719577,4,1.07,2.72,0.17,16,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z7,,,,362.75,0.31,0.85,,,,362.75,0.854583046,3,1.13,2.25,0.25,9,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z8,,,,362.89,0.45,1.24,,,,362.89,1.240045193,6,1.09,4.08,1.02,4,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(Krakatoa)-KudzZeKayahFormation,18MM-133,Volcanic,Rhyolite,z10,,,,362.43,1.44,3.97,,,,362.43,3.973181028,1,1.17,0.66,0.33,2,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(ABM)-KudzZeKayahFormation,17MM-031,Volcanic,Rhyolite,z1,,,,362.8,0.28,0.77,,,,362.8,0.771775083,52,1.02,35.64,0.27,132,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(ABM)-KudzZeKayahFormation,17MM-031,Volcanic,Rhyolite,z2,,,,363,0.38,1.05,,,,363,1.046831956,10,0.67,6.15,0.41,15,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(ABM)-KudzZeKayahFormation,17MM-031,Volcanic,Rhyolite,z3,,,,362.74,0.36,0.99,,,,362.74,0.99244638,7,1.07,5.2,0.26,20,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(ABM)-KudzZeKayahFormation,17MM-031,Volcanic,Rhyolite,z5,,,,362.79,0.38,1.05,,,,362.79,1.047437912,6,1.15,4.2,0.3,14,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(ABM)-KudzZeKayahFormation,17MM-031,Volcanic,Rhyolite,z6,,,,362.95,0.3,0.83,,,,362.95,0.826560132,9,1.01,6.29,0.37,17,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(ABM)-KudzZeKayahFormation,17MM-031,Volcanic,Rhyolite,z7,,,,362.97,0.34,0.94,,,,362.97,0.936716533,5,1.04,3.74,0.22,17,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsictuff(ABM)-KudzZeKayahFormation,17MM-031,Volcanic,Rhyolite,z8,,,,362.6,0.28,0.77,,,,362.6,0.772200772,16,1.14,11.04,0.48,23,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z1,,,,362.44,0.26,0.72,,,,362.44,0.717360115,77,0.45,46.5,0.3,155,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z2,,,,362.31,0.26,0.72,,,,362.31,0.71761751,370,0.3,211.2,0.8,264,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z3,,,,362.55,0.3,0.83,,,,362.55,0.827472073,43,0.39,25.2,0.3,84,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z4,,,,362.38,0.24,0.66,,,,362.38,0.662288206,73,0.46,43.4,0.35,124,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z5,,,,363.42,0.3,0.83,,,,363.42,0.825491167,39,0.86,25.3,0.23,110,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z6,,,,362.3,0.27,0.75,,,,362.3,0.745238752,22,0.46,13.26,0.17,78,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z7,,,,362.35,0.26,0.72,,,,362.35,0.717538292,30,0.54,18.3,0.15,122,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiclapillituff-KudzZeKayahFormation,17MM-002,Volcanic,Rhyolite,z8,,,,362.52,0.25,0.69,,,,362.52,0.689617125,38,0.16,21.12,0.22,96,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z1,,,,361.91,0.26,0.72,,,,361.91,0.718410655,11,0.24,6.12,0.36,17,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z2,,,,356.49,0.24,0.67,,,,356.49,0.673230666,150,0.28,82.8,0.3,276,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z3,,,,356.25,0.24,0.67,,,,356.25,0.673684211,85,0.27,47.88,0.28,171,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z4,,,,356.39,0.23,0.65,,,,356.39,0.64536042,40,0.28,22.2,0.37,60,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z5,,,,356.33,0.24,0.67,,,,356.33,0.673532961,49,0.26,26.78,0.26,103,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z6,,,,356.38,0.25,0.7,,,,356.38,0.701498401,35,0.35,19.72,0.29,68,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z7,,,,356.29,0.24,0.67,,,,356.29,0.673608577,82,0.34,46.64,1.06,44,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Felsiccrystaltuff-WolverineLakegroup,18MM-114,Volcanic,Rhyolite,z8,,,,356.46,0.23,0.65,,,,356.46,0.645233687,27,0.8,17.12,0.16,107,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Quartz-feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-12*,Volcanic,Rhyolite,z1,,,,356.15,0.12,0.34,,,,356.15,0.336936684,147,0.59,91.98,0.14,657,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Quartz-feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-12*,Volcanic,Rhyolite,z2,,,,356.08,0.13,0.37,,,,356.08,0.365086497,99,0.46,56.8,0.1,568,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Quartz-feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-12*,Volcanic,Rhyolite,z3,,,,356.14,0.14,0.39,,,,356.14,0.393103836,43,0.7,27.17,0.11,247,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Quartz-feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-12*,Volcanic,Rhyolite,z4,,,,356.02,0.14,0.39,,,,356.02,0.393236335,32,0.61,19.89,0.17,117,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Quartz-feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-12*,Volcanic,Rhyolite,z5,,,,363.4,0.14,0.39,,,,363.4,0.385250413,33,1.16,23.21,0.11,211,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Quartz-feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-12*,Volcanic,Rhyolite,z6,,,,356.05,0.15,0.42,,,,356.05,0.421289145,20,0.58,12.78,0.09,142,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Quartz-feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-12*,Volcanic,Rhyolite,z7,,,,363.53,0.15,0.41,,,,363.53,0.412620692,20,1.26,15.07,0.11,137,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
Finlayson Lake District (Yukon),Feldsparporphyriticrhyolite-WolverineLakegroup,P00-WV-1C*,Volcanic,Rhyolite,z1,,,,355.21,0.25,0.7,,,,355.21,0.703809014,4,0.9,2.79,0.09,31,,,BSU,2022,Manor et al. (2022),https://doi.org/10.5382/econgeo.4910,53, ,,
